Ordinal	Word	Operation	Quality	core	senses	familiar_new	construction	phraseology	decision_boundary	relation_confusable	register_stance	family_morphology	form_identity	productive_use	repair_test	TestAction	Reasons	Rationale
o0980	concession	NO_CHANGE	DEPTH_READY	UPGRADED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	REMOVE		Content preserved; old Test removed under exact-diagnostic-value rule.
o0981	concise	NO_CHANGE	SAFE_SIMPLE	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh read + Self Attack found no allowed-gap Content mutation.
o0982	conclude	UPGRADED	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE	REDUNDANCY_NOISE; STRUCTURE_GAP	Fresh read + Self Attack found a final-standard allowed gap; see proposal.
o0983	conclusion	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh read + Self Attack found no allowed-gap Content mutation.
o0984	concrete	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh read + Self Attack found no allowed-gap Content mutation.
o0985	concurrent	NO_CHANGE	SAFE_SIMPLE	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh read + Self Attack found no allowed-gap Content mutation.
o0986	condemn	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh read + Self Attack found no allowed-gap Content mutation.
o0987	condense	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh read + Self Attack found no allowed-gap Content mutation.
o0988	condition	UPGRADED	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	UPGRADED	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE	OWNERSHIP_GAP; STRUCTURE_GAP	Fresh read + Self Attack found a final-standard allowed gap; see proposal.
o0989	conduct	UPGRADED	DEPTH_READY	UPGRADED	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	UPGRADED	NOT_NEEDED	PRESERVE	KEEP	CORRECTNESS_GAP; PRODUCTIVE_VALUE_GAP	Fresh read + Self Attack found a final-standard allowed gap; see proposal.
o0990	conductor	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh read + Self Attack found no allowed-gap Content mutation.
o0991	confer	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh read + Self Attack found no allowed-gap Content mutation.
o0992	conference	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh read + Self Attack found no allowed-gap Content mutation.
o0993	confess	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh read + Self Attack found no allowed-gap Content mutation.
o0994	confidence	NO_CHANGE	DEPTH_READY	UPGRADED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	REMOVE		Content preserved; old Test removed under exact-diagnostic-value rule.
o0995	confident	UPGRADED	DEPTH_READY	PRESERVE	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE	REDUNDANCY_NOISE; DECISION_GAP	Fresh read + Self Attack found a final-standard allowed gap; see proposal.
o0996	confidential	NO_CHANGE	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh read + Self Attack found no allowed-gap Content mutation.
o0997	configuration	NO_CHANGE	SAFE_SIMPLE	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NONE		Fresh read + Self Attack found no allowed-gap Content mutation.
o0998	confine	NO_CHANGE	DEPTH_READY	UPGRADED	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	REMOVE		Content preserved; old Test removed under exact-diagnostic-value rule.
o0999	confirm	UPGRADED	DEPTH_READY	PRESERVE	PRESERVE	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	PRESERVE	NOT_NEEDED	UPGRADED	NOT_NEEDED	NOT_NEEDED	PRESERVE	KEEP	PRODUCTIVE_VALUE_GAP	Fresh read + Self Attack found a final-standard allowed gap; see proposal.
o1000	conflict	UPGRADED	DEPTH_READY	UPGRADED	UPGRADED	UPGRADED	NOT_NEEDED	UPGRADED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	NOT_NEEDED	UPGRADED	NOT_NEEDED	PRESERVE	KEEP	CORRECTNESS_GAP; PHRASEOLOGY_GAP; PRODUCTIVE_VALUE_GAP	Fresh read + Self Attack found a final-standard allowed gap; see proposal.
